友讯达,8723.746820402448
光弘科技,217.6534850756455
百邦科技,213.03708354438012
海格通信,180.26136822152714
中天科技,158.30353326605302
神宇股份,129.70205798565794
长飞光纤,118.88634767764117
南京熊猫,105.89871635380862
航天发展,104.25127386920606
广哈通信,104.13881755272153
亿通科技,100.82478412503525
会畅通讯,100.38255991046898
润建股份,92.62946240410433
天邑股份,83.76749763590938
天邑股份,83.76749763590938
中海达,82.17997657943602
信维通信,74.4514400797565
振芯科技,74.39762301401356
贝通信,73.84152423105337
中富通,73.39222187098945
中嘉博创,73.1174638333106
上海瀚讯,72.50493265713601
广和通,71.95964093844985
烽火电子,71.94963568267104
中通国脉,70.37685172153476
鼎信通讯,60.49825986822532
盛路通信,53.707029850464224
北斗星通,48.603896707265484
瑞斯康达,46.22061692037728
通宇通讯,44.94495163383285
数码科技,43.715583329528506
佳讯飞鸿,42.75473170148474
富通鑫茂,40.70050558424053
中际旭创,38.772487862569676
永鼎股份,37.78712186377936
金溢科技,36.694429159194684
星网宇达,36.32873810138182
七一二,34.5896441629339
立昂技术,33.414434670464225
四创电子,33.168043073020414
新易盛,31.95759002874413
东土科技,30.918443732956618
美格智能,30.77999528690457
亨通光电,30.36149775252841
科信技术,29.53212271976141
通鼎互联,27.87031696882336
金信诺,27.069231454114156
特发信息,26.76127072376245
超讯通信,25.483112288773977
华平股份,25.169725787186117
四川九洲,25.13519830433593
润欣科技,24.94066826435833
烽火通信,24.031262952699667
东信和平,22.43254871978324
硕贝德,21.797175732991654
航天通信,21.530634160048468
路通视信,20.960618913586153
海能达,20.76885359529556
合众思壮,20.591557542723585
移为通信,19.741506567841498
东山精密,18.92172452070499
东方通信,18.84222040005941
凯乐科技,18.546513946179537
万马科技,18.36302279131742
日海智能,17.185132136767994
闻泰科技,16.044145893000533
高新兴,12.929335328746342
天孚通信,8.129721594677651
剑桥科技,6.319768172643528
共进股份,6.022216876445832
中国海防,5.755593540790375
光迅科技,5.152281309801591
光迅科技,5.152281309801591
瀛通通讯,-0.6434996858797302
华测导航,-18.546412718209943
吉大通信,-32.36196549560696
亿联网络,-54.30998919585741
淳中科技,-84.33304829026582
星网锐捷,-91.23083253594092
万隆光电,-162.30578543135096
纵横通信,-200.59047490569046
长江通信,-290.29147203145016
苏州科达,-1083.7982653677489
雷科防务,-1133.6928721484978
国睿科技,-4640.41316184665
